prolificID,img_id,category,trialNum,ratings,enumerated_ratings
5dd86baf3c870a812198ce1e,https://photodraw32.s3.amazonaws.com/n01496331_11015_ray_17.png,ray,131,Extremely,2
545cb6f1fdf99b119d8b18bc,https://photodraw32.s3.amazonaws.com/n01496331_11015_ray_17.png,ray,77,Somewhat,-1
5f51e7c33457c443748e637b,https://photodraw32.s3.amazonaws.com/n01496331_11015_ray_17.png,ray,68,Not At All,-2
5e5dcd26d196fd0ebd020397,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,ray,41,Extremely,2
5eb3966158efe7182e31ff92,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,ray,75,Not At All,-2
5d561653194649001adc083f,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,ray,135,Somewhat,-1
5e3b67fcd61d8738c69aeb0d,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,ray,126,Somewhat,-1
5e6d0c990eef222d60ec8cd7,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,ray,47,Somewhat,-1
5f73edee7379c903c056edfb,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,ray,91,Moderately,0
5f72614089bf93198154a8ff,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,ray,65,Somewhat,-1
5b71d485a539a50001280147,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,ray,58,Not At All,-2
5a572480acc75b00017a1882,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,ray,87,Very,1
5e145ce811d879a7799c8e89,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,ray,81,Very,1
5dcc0cb819ca038a0dd058ab,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,ray,44,Somewhat,-1
5de6fa0b45971068368dd887,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,ray,114,Somewhat,-1
5bbbf217a83521000173d9df,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,ray,83,Somewhat,-1
5f51e7c33457c443748e637b,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,ray,86,Somewhat,-1
5dd86baf3c870a812198ce1e,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,ray,38,Extremely,2
5f6b83589ffe6809f2cacb07,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,ray,134,Extremely,2
5c9e61148766170001efc8a3,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,ray,109,Moderately,0
545cb6f1fdf99b119d8b18bc,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,ray,88,Very,1
5ec4db33f264da3c38dfce22,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,ray,36,Moderately,0
5e7cd3b170dd7532f7177264,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,ray,2,Somewhat,-1
5efc4a86816bde0116bebb3b,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,ray,44,Very,1
5baa1f618e137f00016264c9,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,ray,34,Very,1
5a06f5d038ed430001be74d2,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,ray,101,Somewhat,-1
5ebaa4e2baddc6000aec5616,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,ray,65,Somewhat,-1
5cbcd05c56524100013b19c0,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,ray,51,Very,1
5eb7ace91de6e86e9a6053d2,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,ray,61,Extremely,2
5efb5648d7ea0e08aa5d1179,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,ray,55,Moderately,0
5d43b4140aa3ad0001e2233a,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,ray,74,Moderately,0
5f68710379c5f04c830d41ea,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,ray,57,Not At All,-2
5e3b89b17afaad3a6ef5f11f,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,ray,114,Not At All,-2
5f7b241d63e1da06afec1b30,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,ray,37,Very,1
5c97e7136825d900019b9fb8,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,ray,34,Moderately,0
5c0a7febe570940001a2cbe2,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,ray,44,Very,1
5f5b7d92b4ff9509d17aa5a6,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,ray,121,Somewhat,-1
5bf735ba2e42ef00019f6f73,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,ray,73,Moderately,0
5a2420437413810001521dd6,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,ray,1,Moderately,0
5e1088684a2ad475d62a5de8,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,ray,74,Very,1
5e8251f790b06509688a8f90,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,ray,14,Somewhat,-1
5f0ced4a75cfd41b82bf28d2,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,ray,116,Moderately,0
5c2d3ba4731cd10001b647d7,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,ray,71,Extremely,2
5ee38a6c0bc82d01daa410f8,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,ray,6,Extremely,2
5ee222b0470fa72a18c1cc02,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,ray,72,Moderately,0
5f1198f77195c80293793402,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,ray,55,Very,1
5d55bd344ec7fa000168f311,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,ray,66,Very,1
5edd552a1d16bda58fe55563,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,ray,40,Extremely,2
5e63dd2fba8c57000c16eb11,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,ray,77,Very,1
5ec3ebf2339052081ebf3178,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,ray,85,Extremely,2
5ea171c1a8782801263e7540,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,ray,101,Very,1
5f568eb26157950e3b0a6db6,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,ray,67,Very,1
5e9b8d6577f86e0a261075a1,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,ray,111,Very,1
5e3b67fcd61d8738c69aeb0d,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,ray,3,Somewhat,-1
5e6d0c990eef222d60ec8cd7,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,ray,103,Moderately,0
5f73edee7379c903c056edfb,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,ray,122,Moderately,0
5d561653194649001adc083f,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,ray,54,Somewhat,-1
5a572480acc75b00017a1882,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,ray,104,Moderately,0
5e145ce811d879a7799c8e89,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,ray,73,Moderately,0
5eb3966158efe7182e31ff92,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,ray,30,Very,1
5f72614089bf93198154a8ff,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,ray,121,Extremely,2
5e5dcd26d196fd0ebd020397,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,ray,116,Very,1
5b71d485a539a50001280147,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,ray,91,Very,1
5efc4a86816bde0116bebb3b,https://photodraw32.s3.amazonaws.com/n01496331_20865_ray_26.png,ray,37,Extremely,2
5f68710379c5f04c830d41ea,https://photodraw32.s3.amazonaws.com/n01496331_20865_ray_26.png,ray,53,Moderately,0
5efb5648d7ea0e08aa5d1179,https://photodraw32.s3.amazonaws.com/n01496331_20865_ray_26.png,ray,124,Extremely,2
5cbcd05c56524100013b19c0,https://photodraw32.s3.amazonaws.com/n01496331_20865_ray_26.png,ray,109,Extremely,2
5a06f5d038ed430001be74d2,https://photodraw32.s3.amazonaws.com/n01496331_20865_ray_26.png,ray,60,Extremely,2
5baa1f618e137f00016264c9,https://photodraw32.s3.amazonaws.com/n01496331_20865_ray_26.png,ray,104,Extremely,2
5ebaa4e2baddc6000aec5616,https://photodraw32.s3.amazonaws.com/n01496331_20865_ray_26.png,ray,43,Moderately,0
5e3b89b17afaad3a6ef5f11f,https://photodraw32.s3.amazonaws.com/n01496331_20865_ray_26.png,ray,36,Very,1
5eb7ace91de6e86e9a6053d2,https://photodraw32.s3.amazonaws.com/n01496331_20865_ray_26.png,ray,95,Somewhat,-1
5d43b4140aa3ad0001e2233a,https://photodraw32.s3.amazonaws.com/n01496331_20865_ray_26.png,ray,6,Very,1
5e8bce371e16e90ba6df085d,https://photodraw32.s3.amazonaws.com/n01496331_20930_ray_27.png,ray,92,Extremely,2
5865dd647fbbcd00013973b8,https://photodraw32.s3.amazonaws.com/n01496331_20930_ray_27.png,ray,67,Very,1
5f2e099917eb9615c9de9102,https://photodraw32.s3.amazonaws.com/n01496331_20930_ray_27.png,ray,6,Extremely,2
5a7ce044ae9a0b0001a9a058,https://photodraw32.s3.amazonaws.com/n01496331_20930_ray_27.png,ray,102,Very,1
5e7975aa24a196537da503c1,https://photodraw32.s3.amazonaws.com/n01496331_20930_ray_27.png,ray,131,Extremely,2
5ec7bb4467b0da23311bd127,https://photodraw32.s3.amazonaws.com/n01496331_20930_ray_27.png,ray,14,Very,1
5d87df4202971700016068c8,https://photodraw32.s3.amazonaws.com/n01496331_20930_ray_27.png,ray,23,Extremely,2
5ba85a9d032d360001b83177,https://photodraw32.s3.amazonaws.com/n01496331_20930_ray_27.png,ray,47,Extremely,2
5e793ab51aff8103623757be,https://photodraw32.s3.amazonaws.com/n01496331_20930_ray_27.png,ray,52,Moderately,0
55848744fdf99b574f55ada0,https://photodraw32.s3.amazonaws.com/n01496331_20930_ray_27.png,ray,38,Very,1
5baa1f618e137f00016264c9,https://photodraw32.s3.amazonaws.com/n01496331_21049_ray_28.png,ray,81,Very,1
5d43b4140aa3ad0001e2233a,https://photodraw32.s3.amazonaws.com/n01496331_21049_ray_28.png,ray,38,Moderately,0
5e3b89b17afaad3a6ef5f11f,https://photodraw32.s3.amazonaws.com/n01496331_21049_ray_28.png,ray,10,Not At All,-2
5cbcd05c56524100013b19c0,https://photodraw32.s3.amazonaws.com/n01496331_21049_ray_28.png,ray,90,Very,1
5ebaa4e2baddc6000aec5616,https://photodraw32.s3.amazonaws.com/n01496331_21049_ray_28.png,ray,134,Very,1
5efc4a86816bde0116bebb3b,https://photodraw32.s3.amazonaws.com/n01496331_21049_ray_28.png,ray,51,Extremely,2
5eb7ace91de6e86e9a6053d2,https://photodraw32.s3.amazonaws.com/n01496331_21049_ray_28.png,ray,44,Moderately,0
5efb5648d7ea0e08aa5d1179,https://photodraw32.s3.amazonaws.com/n01496331_21049_ray_28.png,ray,87,Extremely,2
5a06f5d038ed430001be74d2,https://photodraw32.s3.amazonaws.com/n01496331_21049_ray_28.png,ray,109,Not At All,-2
5f68710379c5f04c830d41ea,https://photodraw32.s3.amazonaws.com/n01496331_21049_ray_28.png,ray,99,Somewhat,-1
5ed5e2fb557bda179a9c4771,https://photodraw32.s3.amazonaws.com/n01496331_21710_ray_29.png,ray,109,Extremely,2
5dddb60c2e6c77d38d91b629,https://photodraw32.s3.amazonaws.com/n01496331_21710_ray_29.png,ray,120,Very,1
5d7264522c3db400018b45d2,https://photodraw32.s3.amazonaws.com/n01496331_21710_ray_29.png,ray,65,Somewhat,-1
5ba99d0938803d000127271b,https://photodraw32.s3.amazonaws.com/n01496331_21710_ray_29.png,ray,9,Very,1
5f8c95e221cb9c417e388164,https://photodraw32.s3.amazonaws.com/n01496331_21710_ray_29.png,ray,26,Moderately,0
5e5cea95421691000f6f6ecb,https://photodraw32.s3.amazonaws.com/n01496331_21710_ray_29.png,ray,91,Very,1
5dcd4c51b0649701be29751f,https://photodraw32.s3.amazonaws.com/n01496331_21710_ray_29.png,ray,40,Extremely,2
5ec95c138fd0f04674b98bff,https://photodraw32.s3.amazonaws.com/n01496331_21710_ray_29.png,ray,2,Extremely,2
5e65b6a855bf353377c62535,https://photodraw32.s3.amazonaws.com/n01496331_21710_ray_29.png,ray,114,Very,1
5f6c13cbbe3c5918dfadc2ab,https://photodraw32.s3.amazonaws.com/n01496331_21710_ray_29.png,ray,107,Very,1
5f0bb62dae235800080f0ca5,https://photodraw32.s3.amazonaws.com/n01496331_21942_ray_30.png,ray,58,Extremely,2
5f32f54c15e4800c286919fd,https://photodraw32.s3.amazonaws.com/n01496331_21942_ray_30.png,ray,5,Extremely,2
5724cd9e386f1b0013e8c7ae,https://photodraw32.s3.amazonaws.com/n01496331_21942_ray_30.png,ray,94,Very,1
5d4c872e14ffaf00175055e6,https://photodraw32.s3.amazonaws.com/n01496331_21942_ray_30.png,ray,33,Very,1
5f22ea5ece2fd801e81079b9,https://photodraw32.s3.amazonaws.com/n01496331_21942_ray_30.png,ray,88,Very,1
59a9954d5ea0f300012814b1,https://photodraw32.s3.amazonaws.com/n01496331_21942_ray_30.png,ray,11,Extremely,2
5f78f4b754feeb4f19043859,https://photodraw32.s3.amazonaws.com/n01496331_21942_ray_30.png,ray,44,Extremely,2
5f7b9be5174225193560d2bb,https://photodraw32.s3.amazonaws.com/n01496331_21942_ray_30.png,ray,0,Somewhat,-1
5d316c4442c2170018e10574,https://photodraw32.s3.amazonaws.com/n01496331_21942_ray_30.png,ray,20,Very,1
5f8607af207244126d2310da,https://photodraw32.s3.amazonaws.com/n01496331_21942_ray_30.png,ray,28,Very,1
5dcc0cb819ca038a0dd058ab,https://photodraw32.s3.amazonaws.com/n01496331_22355_ray_31.png,ray,59,Extremely,2
5dd86baf3c870a812198ce1e,https://photodraw32.s3.amazonaws.com/n01496331_22355_ray_31.png,ray,71,Extremely,2
5de6fa0b45971068368dd887,https://photodraw32.s3.amazonaws.com/n01496331_22355_ray_31.png,ray,103,Extremely,2
5f6b83589ffe6809f2cacb07,https://photodraw32.s3.amazonaws.com/n01496331_22355_ray_31.png,ray,15,Extremely,2
5c9e61148766170001efc8a3,https://photodraw32.s3.amazonaws.com/n01496331_22355_ray_31.png,ray,34,Very,1
5f51e7c33457c443748e637b,https://photodraw32.s3.amazonaws.com/n01496331_22355_ray_31.png,ray,92,Extremely,2
5bbbf217a83521000173d9df,https://photodraw32.s3.amazonaws.com/n01496331_22355_ray_31.png,ray,89,Extremely,2
545cb6f1fdf99b119d8b18bc,https://photodraw32.s3.amazonaws.com/n01496331_22355_ray_31.png,ray,126,Extremely,2
5ec4db33f264da3c38dfce22,https://photodraw32.s3.amazonaws.com/n01496331_22355_ray_31.png,ray,109,Extremely,2
5e7cd3b170dd7532f7177264,https://photodraw32.s3.amazonaws.com/n01496331_22355_ray_31.png,ray,33,Very,1
5f72614089bf93198154a8ff,https://photodraw32.s3.amazonaws.com/n01496331_2367_ray_03.png,ray,87,Very,1
5eb3966158efe7182e31ff92,https://photodraw32.s3.amazonaws.com/n01496331_2367_ray_03.png,ray,70,Somewhat,-1
5e5dcd26d196fd0ebd020397,https://photodraw32.s3.amazonaws.com/n01496331_2367_ray_03.png,ray,46,Very,1
5b71d485a539a50001280147,https://photodraw32.s3.amazonaws.com/n01496331_2367_ray_03.png,ray,95,Not At All,-2
5d561653194649001adc083f,https://photodraw32.s3.amazonaws.com/n01496331_2367_ray_03.png,ray,20,Somewhat,-1
5f73edee7379c903c056edfb,https://photodraw32.s3.amazonaws.com/n01496331_2367_ray_03.png,ray,85,Moderately,0
5e6d0c990eef222d60ec8cd7,https://photodraw32.s3.amazonaws.com/n01496331_2367_ray_03.png,ray,111,Moderately,0
5e3b67fcd61d8738c69aeb0d,https://photodraw32.s3.amazonaws.com/n01496331_2367_ray_03.png,ray,4,Not At All,-2
5e145ce811d879a7799c8e89,https://photodraw32.s3.amazonaws.com/n01496331_2367_ray_03.png,ray,11,Very,1
5a572480acc75b00017a1882,https://photodraw32.s3.amazonaws.com/n01496331_2367_ray_03.png,ray,55,Very,1
5e65b6a855bf353377c62535,https://photodraw32.s3.amazonaws.com/n01496331_5102_ray_06.png,ray,119,Moderately,0
5d7264522c3db400018b45d2,https://photodraw32.s3.amazonaws.com/n01496331_5102_ray_06.png,ray,49,Somewhat,-1
5f6c13cbbe3c5918dfadc2ab,https://photodraw32.s3.amazonaws.com/n01496331_5102_ray_06.png,ray,74,Very,1
5ed5e2fb557bda179a9c4771,https://photodraw32.s3.amazonaws.com/n01496331_5102_ray_06.png,ray,118,Very,1
5dcd4c51b0649701be29751f,https://photodraw32.s3.amazonaws.com/n01496331_5102_ray_06.png,ray,123,Very,1
5ec95c138fd0f04674b98bff,https://photodraw32.s3.amazonaws.com/n01496331_5102_ray_06.png,ray,78,Extremely,2
5ba99d0938803d000127271b,https://photodraw32.s3.amazonaws.com/n01496331_5102_ray_06.png,ray,75,Somewhat,-1
5e5cea95421691000f6f6ecb,https://photodraw32.s3.amazonaws.com/n01496331_5102_ray_06.png,ray,86,Very,1
5f8c95e221cb9c417e388164,https://photodraw32.s3.amazonaws.com/n01496331_5102_ray_06.png,ray,22,Very,1
5dddb60c2e6c77d38d91b629,https://photodraw32.s3.amazonaws.com/n01496331_5102_ray_06.png,ray,122,Moderately,0
5e1088684a2ad475d62a5de8,https://photodraw32.s3.amazonaws.com/n01496331_6511_ray_07.png,ray,99,Moderately,0
5c97e7136825d900019b9fb8,https://photodraw32.s3.amazonaws.com/n01496331_6511_ray_07.png,ray,98,Somewhat,-1
5bf735ba2e42ef00019f6f73,https://photodraw32.s3.amazonaws.com/n01496331_6511_ray_07.png,ray,78,Moderately,0
5c0a7febe570940001a2cbe2,https://photodraw32.s3.amazonaws.com/n01496331_6511_ray_07.png,ray,10,Very,1
5f0ced4a75cfd41b82bf28d2,https://photodraw32.s3.amazonaws.com/n01496331_6511_ray_07.png,ray,61,Very,1
5a2420437413810001521dd6,https://photodraw32.s3.amazonaws.com/n01496331_6511_ray_07.png,ray,83,Moderately,0
5f5b7d92b4ff9509d17aa5a6,https://photodraw32.s3.amazonaws.com/n01496331_6511_ray_07.png,ray,2,Extremely,2
5f7b241d63e1da06afec1b30,https://photodraw32.s3.amazonaws.com/n01496331_6511_ray_07.png,ray,47,Very,1
5e8251f790b06509688a8f90,https://photodraw32.s3.amazonaws.com/n01496331_6511_ray_07.png,ray,27,Not At All,-2
5c2d3ba4731cd10001b647d7,https://photodraw32.s3.amazonaws.com/n01496331_6511_ray_07.png,ray,50,Somewhat,-1
5a7ce044ae9a0b0001a9a058,https://photodraw32.s3.amazonaws.com/n01496331_7238_ray_09.png,ray,25,Somewhat,-1
55848744fdf99b574f55ada0,https://photodraw32.s3.amazonaws.com/n01496331_7238_ray_09.png,ray,1,Somewhat,-1
5e7975aa24a196537da503c1,https://photodraw32.s3.amazonaws.com/n01496331_7238_ray_09.png,ray,94,Somewhat,-1
5865dd647fbbcd00013973b8,https://photodraw32.s3.amazonaws.com/n01496331_7238_ray_09.png,ray,17,Somewhat,-1
5d87df4202971700016068c8,https://photodraw32.s3.amazonaws.com/n01496331_7238_ray_09.png,ray,14,Moderately,0
5f2e099917eb9615c9de9102,https://photodraw32.s3.amazonaws.com/n01496331_7238_ray_09.png,ray,83,Somewhat,-1
5ec7bb4467b0da23311bd127,https://photodraw32.s3.amazonaws.com/n01496331_7238_ray_09.png,ray,57,Somewhat,-1
5e8bce371e16e90ba6df085d,https://photodraw32.s3.amazonaws.com/n01496331_7238_ray_09.png,ray,87,Not At All,-2
5e793ab51aff8103623757be,https://photodraw32.s3.amazonaws.com/n01496331_7238_ray_09.png,ray,54,Not At All,-2
5ba85a9d032d360001b83177,https://photodraw32.s3.amazonaws.com/n01496331_7238_ray_09.png,ray,67,Very,1
5f2e099917eb9615c9de9102,https://photodraw32.s3.amazonaws.com/n01496331_8205_ray_10.png,ray,37,Moderately,0
5865dd647fbbcd00013973b8,https://photodraw32.s3.amazonaws.com/n01496331_8205_ray_10.png,ray,5,Moderately,0
5d87df4202971700016068c8,https://photodraw32.s3.amazonaws.com/n01496331_8205_ray_10.png,ray,88,Very,1
55848744fdf99b574f55ada0,https://photodraw32.s3.amazonaws.com/n01496331_8205_ray_10.png,ray,87,Extremely,2
5e7975aa24a196537da503c1,https://photodraw32.s3.amazonaws.com/n01496331_8205_ray_10.png,ray,6,Extremely,2
5a7ce044ae9a0b0001a9a058,https://photodraw32.s3.amazonaws.com/n01496331_8205_ray_10.png,ray,60,Very,1
5e8bce371e16e90ba6df085d,https://photodraw32.s3.amazonaws.com/n01496331_8205_ray_10.png,ray,105,Moderately,0
5ba85a9d032d360001b83177,https://photodraw32.s3.amazonaws.com/n01496331_8205_ray_10.png,ray,124,Very,1
5ec7bb4467b0da23311bd127,https://photodraw32.s3.amazonaws.com/n01496331_8205_ray_10.png,ray,51,Extremely,2
5e793ab51aff8103623757be,https://photodraw32.s3.amazonaws.com/n01496331_8205_ray_10.png,ray,28,Moderately,0
5dcd4c51b0649701be29751f,https://photodraw32.s3.amazonaws.com/n01498041_10279_ray_13.png,ray,30,Very,1
5e5cea95421691000f6f6ecb,https://photodraw32.s3.amazonaws.com/n01498041_10279_ray_13.png,ray,85,Very,1
5d7264522c3db400018b45d2,https://photodraw32.s3.amazonaws.com/n01498041_10279_ray_13.png,ray,51,Somewhat,-1
5dddb60c2e6c77d38d91b629,https://photodraw32.s3.amazonaws.com/n01498041_10279_ray_13.png,ray,63,Very,1
5e65b6a855bf353377c62535,https://photodraw32.s3.amazonaws.com/n01498041_10279_ray_13.png,ray,38,Very,1
5ec95c138fd0f04674b98bff,https://photodraw32.s3.amazonaws.com/n01498041_10279_ray_13.png,ray,75,Moderately,0
5ed5e2fb557bda179a9c4771,https://photodraw32.s3.amazonaws.com/n01498041_10279_ray_13.png,ray,52,Extremely,2
5f8c95e221cb9c417e388164,https://photodraw32.s3.amazonaws.com/n01498041_10279_ray_13.png,ray,73,Very,1
5f6c13cbbe3c5918dfadc2ab,https://photodraw32.s3.amazonaws.com/n01498041_10279_ray_13.png,ray,120,Moderately,0
5ba99d0938803d000127271b,https://photodraw32.s3.amazonaws.com/n01498041_10279_ray_13.png,ray,14,Moderately,0
5edd552a1d16bda58fe55563,https://photodraw32.s3.amazonaws.com/n01498041_10581_ray_14.png,ray,67,Somewhat,-1
5f1198f77195c80293793402,https://photodraw32.s3.amazonaws.com/n01498041_10581_ray_14.png,ray,22,Very,1
5e9b8d6577f86e0a261075a1,https://photodraw32.s3.amazonaws.com/n01498041_10581_ray_14.png,ray,26,Very,1
5ec3ebf2339052081ebf3178,https://photodraw32.s3.amazonaws.com/n01498041_10581_ray_14.png,ray,69,Extremely,2
5ee38a6c0bc82d01daa410f8,https://photodraw32.s3.amazonaws.com/n01498041_10581_ray_14.png,ray,88,Very,1
5e63dd2fba8c57000c16eb11,https://photodraw32.s3.amazonaws.com/n01498041_10581_ray_14.png,ray,8,Very,1
5ea171c1a8782801263e7540,https://photodraw32.s3.amazonaws.com/n01498041_10581_ray_14.png,ray,124,Somewhat,-1
5ee222b0470fa72a18c1cc02,https://photodraw32.s3.amazonaws.com/n01498041_10581_ray_14.png,ray,9,Somewhat,-1
5d55bd344ec7fa000168f311,https://photodraw32.s3.amazonaws.com/n01498041_10581_ray_14.png,ray,106,Somewhat,-1
5f568eb26157950e3b0a6db6,https://photodraw32.s3.amazonaws.com/n01498041_10581_ray_14.png,ray,115,Somewhat,-1
5f0ced4a75cfd41b82bf28d2,https://photodraw32.s3.amazonaws.com/n01498041_10595_ray_15.png,ray,55,Very,1
5f7b241d63e1da06afec1b30,https://photodraw32.s3.amazonaws.com/n01498041_10595_ray_15.png,ray,31,Very,1
5c97e7136825d900019b9fb8,https://photodraw32.s3.amazonaws.com/n01498041_10595_ray_15.png,ray,59,Very,1
5e8251f790b06509688a8f90,https://photodraw32.s3.amazonaws.com/n01498041_10595_ray_15.png,ray,28,Extremely,2
5e1088684a2ad475d62a5de8,https://photodraw32.s3.amazonaws.com/n01498041_10595_ray_15.png,ray,65,Very,1
5c2d3ba4731cd10001b647d7,https://photodraw32.s3.amazonaws.com/n01498041_10595_ray_15.png,ray,130,Very,1
5a2420437413810001521dd6,https://photodraw32.s3.amazonaws.com/n01498041_10595_ray_15.png,ray,117,Very,1
5f5b7d92b4ff9509d17aa5a6,https://photodraw32.s3.amazonaws.com/n01498041_10595_ray_15.png,ray,78,Extremely,2
5bf735ba2e42ef00019f6f73,https://photodraw32.s3.amazonaws.com/n01498041_10595_ray_15.png,ray,95,Moderately,0
5c0a7febe570940001a2cbe2,https://photodraw32.s3.amazonaws.com/n01498041_10595_ray_15.png,ray,94,Very,1
5e793ab51aff8103623757be,https://photodraw32.s3.amazonaws.com/n01498041_10604_ray_16.png,ray,57,Extremely,2
5865dd647fbbcd00013973b8,https://photodraw32.s3.amazonaws.com/n01498041_10604_ray_16.png,ray,90,Very,1
5e8bce371e16e90ba6df085d,https://photodraw32.s3.amazonaws.com/n01498041_10604_ray_16.png,ray,9,Very,1
5e7975aa24a196537da503c1,https://photodraw32.s3.amazonaws.com/n01498041_10604_ray_16.png,ray,125,Extremely,2
