_id,prolificID,studyID,sessionID,gameID,type,iterationName,batch_num,category,catch_trial,img_id,trialNum,eventType,rt,trial_index,time_elapsed,failed_catches,num_failed,lazy_responder,repeat_offender,ratings,enumerated_ratings,tooDissimilar
5f9a5110cb9b6476926ee0f2,5e7cd3b170dd7532f7177264,5f985d541531871159c45f03,5f9a4d4afd920a15b7c96e8d,5261-293923e7-9582-4a2c-9921-157209ba0481,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11015_ray_17.png,135,rating-task,6045.559999998659,136,957290,False,1,False,False,Somewhat,-1,False
5f8d258cd8c3f934f77b8f7c,5dcc0cb819ca038a0dd058ab,5f73a9ebfb8b2f119c0f5054,5f8d237f04936c4ca21e1b2a,1802-66937a7f-ba7e-42cc-8a79-9c0a7eefa27b,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11015_ray_17.png,81,rating-task,3450.0900000002584,82,507332,False,1,False,False,Somewhat,-1,False
5f8d244cd8c3f934f77b8d4d,5ec4db33f264da3c38dfce22,5f73a9ebfb8b2f119c0f5054,5f8d233a30af563963c4d8d8,2327-ce1678b4-ad6d-42c0-a529-49b4998d2ee9,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11015_ray_17.png,13,rating-task,28632.034999995085,14,269302,False,1,False,False,Very,1,False
5f8d245bd8c3f934f77b8d5f,5c9e61148766170001efc8a3,5f73a9ebfb8b2f119c0f5054,5f8d233ead39c84c605bffe7,6584-5d586faa-ded5-4824-bd20-c261f876acfe,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11015_ray_17.png,18,rating-task,6109.599999996135,19,277425,False,2,False,False,Moderately,0,False
5f9a4e70cb9b6476926edf8c,5bbbf217a83521000173d9df,5f985d541531871159c45f03,5f9a4d274c537216449559c6,4061-824322c3-b6cf-4f11-b938-ccdcdcd792fd,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11015_ray_17.png,31,rating-task,8053.75500000082,32,308535,False,2,False,False,Very,1,False
5f8d2565d8c3f934f77b8f2d,5f6b83589ffe6809f2cacb07,5f73a9ebfb8b2f119c0f5054,5f8d238920327d4c5c5008e8,2236-a43b6cc2-1946-4302-9413-d184c96bea26,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11015_ray_17.png,65,rating-task,3299.4650000182446,66,468516,False,2,True,False,Moderately,0,False
5f9b118bcb9b6476926ee88b,5dd86baf3c870a812198ce1e,5f9b0c77d54fa92d0e547997,5f9b0d1e0d134c2c3c33c1aa,0046-1daf45a3-d13a-4d15-972b-7133fce194d3,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11015_ray_17.png,131,rating-task,6097.4600000772625,132,1125684,False,1,True,False,Extremely,2,False
5f8d29f5d8c3f934f77b9209,545cb6f1fdf99b119d8b18bc,5f73a9ebfb8b2f119c0f5054,5f8d23883d5b494cf477ff3c,0968-28cedc9c-b27e-4159-bbf3-967f0e618092,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11015_ray_17.png,77,rating-task,5887.044999995967,78,1617167,False,2,False,False,Somewhat,-1,False
5f8d2539d8c3f934f77b8ed4,5f51e7c33457c443748e637b,5f73a9ebfb8b2f119c0f5054,5f8d2377ff9be44c8559a0e3,8317-06d237f4-365b-4899-905e-ad7f32a82003,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11015_ray_17.png,68,rating-task,6965.844999998808,69,425448,False,0,False,False,Not At All,-2,False
5f97b32bc8fc842033c9965e,5e5dcd26d196fd0ebd020397,5f73aac1bc553412199221af,5f97b1d50a505c1815e46c64,6967-adafc700-9398-40a2-a5a4-f5812bfaab84,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,41,rating-task,6967.919999999111,42,334987,False,2,False,False,Extremely,2,False
5f97b396c8fc842033c99748,5eb3966158efe7182e31ff92,5f73aac1bc553412199221af,5f97b0d63b654418114ada6d,8809-86c17652-332f-426b-bc71-1f318d6bb400,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,75,rating-task,4854.764999938197,76,699083,False,1,False,False,Not At All,-2,False
5f97b467c8fc842033c998c1,5d561653194649001adc083f,5f73aac1bc553412199221af,5f97b1bf2c032d08449b1529,7597-ea02da82-1d80-4013-853a-553de10e0cb2,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,135,rating-task,4112.0,136,655817,False,0,False,False,Somewhat,-1,False
5f97b5aac8fc842033c99971,5e3b67fcd61d8738c69aeb0d,5f73aac1bc553412199221af,5f97b14f0788e5174439472b,5240-0572b45d-d442-49d4-83cc-2e6425754f2f,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,126,rating-task,5433.069999911822,127,957969,False,0,False,False,Somewhat,-1,False
5f9a74f6cb9b6476926ee5f0,5e6d0c990eef222d60ec8cd7,5f985f3ad2170e114114fd3f,5f9a728200cdf117d14d838a,3909-f384f2d3-12c2-46c8-9a76-f4fdb3d75480,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,47,rating-task,7620.640000095591,48,608662,False,0,True,False,Somewhat,-1,False
5f97b3b3c8fc842033c99786,5f73edee7379c903c056edfb,5f73aac1bc553412199221af,5f97b22131cb4717ab8360b5,5535-6ff0103c-31d7-401c-a01a-c482a3147c0f,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,91,rating-task,2667.6100000040606,92,395661,False,0,False,False,Moderately,0,False
5f97b364c8fc842033c996db,5f72614089bf93198154a8ff,5f73aac1bc553412199221af,5f97b19f94e3be186643273c,1144-8c7ca652-5630-437e-b5c9-aa42e24c27de,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,65,rating-task,4810.0,66,422993,False,0,False,False,Somewhat,-1,False
5f97b357c8fc842033c996bd,5b71d485a539a50001280147,5f73aac1bc553412199221af,5f97b1399f0a251816f12dcf,1545-f451a063-72a9-48bc-81b0-96347e5d5c31,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,58,rating-task,4757.085000004736,59,535082,False,0,False,False,Not At All,-2,False
5f9a7484cb9b6476926ee5c6,5a572480acc75b00017a1882,5f985f3ad2170e114114fd3f,5f9a727c8171241740f44d51,6676-668b6a66-f8ba-40a9-9806-e7dee37f8bc4,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,87,rating-task,4056.150000076741,88,511036,False,0,True,False,Very,1,False
5f97b2e8c8fc842033c995dc,5e145ce811d879a7799c8e89,5f73aac1bc553412199221af,5f97b10d19e194180257b242,8295-e893e64a-aecc-4e5e-bd5e-5d9e23bd3f2d,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_1104_ray_01.png,81,rating-task,4172.215000027791,82,460019,False,2,False,False,Very,1,False
5f8d24bed8c3f934f77b8e0e,5dcc0cb819ca038a0dd058ab,5f73a9ebfb8b2f119c0f5054,5f8d237f04936c4ca21e1b2a,1802-66937a7f-ba7e-42cc-8a79-9c0a7eefa27b,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,44,rating-task,4666.629999999714,45,300922,False,1,False,False,Somewhat,-1,False
5f8d2584d8c3f934f77b8f6a,5de6fa0b45971068368dd887,5f73a9ebfb8b2f119c0f5054,5f8d238c56536a4ca68aa9ad,9472-fdd661ba-52fe-4ccc-b543-c96f58629607,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,114,rating-task,3538.460000010673,115,501501,False,0,False,False,Somewhat,-1,False
5f9a4f9acb9b6476926ee022,5bbbf217a83521000173d9df,5f985d541531871159c45f03,5f9a4d274c537216449559c6,4061-824322c3-b6cf-4f11-b938-ccdcdcd792fd,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,83,rating-task,6427.4299999962095,84,606420,False,2,False,False,Somewhat,-1,False
5f8d2582d8c3f934f77b8f66,5f51e7c33457c443748e637b,5f73a9ebfb8b2f119c0f5054,5f8d2377ff9be44c8559a0e3,8317-06d237f4-365b-4899-905e-ad7f32a82003,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,86,rating-task,4965.094999992289,87,498693,False,0,False,False,Somewhat,-1,False
5f9b0eaecb9b6476926ee82e,5dd86baf3c870a812198ce1e,5f9b0c77d54fa92d0e547997,5f9b0d1e0d134c2c3c33c1aa,0046-1daf45a3-d13a-4d15-972b-7133fce194d3,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,38,rating-task,7922.655000002123,39,392915,False,1,True,False,Extremely,2,False
5f8d2683d8c3f934f77b910b,5f6b83589ffe6809f2cacb07,5f73a9ebfb8b2f119c0f5054,5f8d238920327d4c5c5008e8,2236-a43b6cc2-1946-4302-9413-d184c96bea26,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,134,rating-task,3259.250000002794,135,754175,False,2,True,False,Extremely,2,False
5f8d25f5d8c3f934f77b9036,5c9e61148766170001efc8a3,5f73a9ebfb8b2f119c0f5054,5f8d233ead39c84c605bffe7,6584-5d586faa-ded5-4824-bd20-c261f876acfe,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,109,rating-task,4149.685000011232,110,687688,False,2,False,False,Moderately,0,False
5f8d2a38d8c3f934f77b9216,545cb6f1fdf99b119d8b18bc,5f73a9ebfb8b2f119c0f5054,5f8d23883d5b494cf477ff3c,0968-28cedc9c-b27e-4159-bbf3-967f0e618092,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,88,rating-task,5026.03500000271,89,1684513,False,2,False,False,Very,1,False
5f8d2501d8c3f934f77b8e72,5ec4db33f264da3c38dfce22,5f73a9ebfb8b2f119c0f5054,5f8d233a30af563963c4d8d8,2327-ce1678b4-ad6d-42c0-a529-49b4998d2ee9,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,36,rating-task,7927.3900000043795,37,450591,False,1,False,False,Moderately,0,False
5f9a4de5cb9b6476926edf68,5e7cd3b170dd7532f7177264,5f985d541531871159c45f03,5f9a4d4afd920a15b7c96e8d,5261-293923e7-9582-4a2c-9921-157209ba0481,survey-likert,livetest1,1,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_11647_ray_19.png,2,rating-task,11515.769999998156,3,145787,False,1,False,False,Somewhat,-1,False
5f9a55a0cb9b6476926ee1b2,5efc4a86816bde0116bebb3b,5f985e85aa47ac11b7d52ffd,5f9a527d135e38163198880e,6100-72abe12e-0674-4767-9a1e-842bbb461cb9,survey-likert,livetest1,2,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,44,rating-task,15776.505000074394,45,710319,False,2,False,False,Very,1,False
5f8d3271d8c3f934f77b9339,5baa1f618e137f00016264c9,5f73a9f564ee5911fdac5cea,5f8d316b18ada64db01b44e3,4867-b3cacf4c-4a99-45f5-a60d-1f8c167ff196,survey-likert,livetest1,2,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,34,rating-task,9455.50500000536,35,256872,False,2,True,False,Very,1,False
5f9a5705cb9b6476926ee22a,5a06f5d038ed430001be74d2,5f985e85aa47ac11b7d52ffd,5f9a52751c037916f6e4e5bc,0984-7a1134b2-9b01-46e3-ae99-c5edf681efcb,survey-likert,livetest1,2,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,101,rating-task,6171.699999948032,102,1059966,False,0,True,False,Somewhat,-1,False
5f8d32c7d8c3f934f77b93d2,5ebaa4e2baddc6000aec5616,5f73a9f564ee5911fdac5cea,5f8d31768d187d1ba3166480,6632-60e9a010-d083-4034-ab02-cb438cbe2a78,survey-likert,livetest1,2,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,65,rating-task,3158.7799999979325,66,331836,False,0,False,False,Somewhat,-1,False
5f8d32f9d8c3f934f77b9422,5cbcd05c56524100013b19c0,5f73a9f564ee5911fdac5cea,5f8d31569d47214d94b00c04,0165-27b8d1ba-11f6-4b20-a674-7de566afd61e,survey-likert,livetest1,2,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,51,rating-task,6101.275000022724,52,377551,False,0,False,False,Very,1,False
5f8d33d0d8c3f934f77b9589,5eb7ace91de6e86e9a6053d2,5f73a9f564ee5911fdac5cea,5f8d315d4c58831b861cd2ec,8890-cfd9209e-45b5-408f-9eed-f8c5f9c8b840,survey-likert,livetest1,2,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,61,rating-task,3048.6999999993714,62,612791,False,1,True,False,Extremely,2,False
5f8d41aad8c3f934f77b97a7,5efb5648d7ea0e08aa5d1179,5f73a9f564ee5911fdac5cea,5f8d407f2a240a000adb921d,7636-1245bb50-afd4-4f74-86aa-371af258b5b2,survey-likert,livetest1,2,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,55,rating-task,5086.339999979828,56,283152,False,0,False,False,Moderately,0,False
5f9a554fcb9b6476926ee198,5d43b4140aa3ad0001e2233a,5f985e85aa47ac11b7d52ffd,5f9a5233425559168b60f9b8,9792-633b02e8-1775-4069-8547-f42c629e9a05,survey-likert,livetest1,2,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,74,rating-task,46030.0,75,722621,False,0,True,False,Moderately,0,False
5f8d3346d8c3f934f77b948f,5f68710379c5f04c830d41ea,5f73a9f564ee5911fdac5cea,5f8d316421cb9c4e472cbbc3,8762-de015f57-0189-48ba-b1d1-171227264ac1,survey-likert,livetest1,2,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,57,rating-task,15300.259999989066,58,466061,False,2,False,False,Not At All,-2,False
5f8d33b4d8c3f934f77b9551,5e3b89b17afaad3a6ef5f11f,5f73a9f564ee5911fdac5cea,5f8d317e299b290153c1f511,0928-da665bce-f165-4db3-bac0-402206ac4967,survey-likert,livetest1,2,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_12211_ray_20.png,114,rating-task,4798.2999999658205,115,557916,False,2,False,False,Not At All,-2,False
5f976276c8fc842033c97ec8,5f7b241d63e1da06afec1b30,5f73a9fb9df4fe129333e6d3,5f97615655867c12ac8aac8d,1788-04d6ee5f-f884-4e53-9452-8367598c62cc,survey-likert,livetest1,3,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,37,rating-task,5462.204999988899,38,282700,False,1,True,False,Very,1,False
5f976252c8fc842033c97e97,5c97e7136825d900019b9fb8,5f73a9fb9df4fe129333e6d3,5f97610f7cd03e126ee0558e,4578-01e9cdec-d7ff-4b66-829d-4be0fcf063be,survey-likert,livetest1,3,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,34,rating-task,4086.0,35,213009,False,1,False,False,Moderately,0,False
5f9765aac8fc842033c9823b,5c0a7febe570940001a2cbe2,5f73a9fb9df4fe129333e6d3,5f97611b8112f611dbcbbb1a,8951-7a917fc3-f496-4465-b816-1299e64071f3,survey-likert,livetest1,3,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,44,rating-task,4048.9999999990687,45,587105,False,1,True,False,Very,1,False
5f9764cbc8fc842033c981e2,5f5b7d92b4ff9509d17aa5a6,5f73a9fb9df4fe129333e6d3,5f976126bcd533125235b88d,3570-c22700f0-eef6-4c19-be2f-2d656b668be5,survey-likert,livetest1,3,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,121,rating-task,8443.565000023227,122,635111,False,0,True,False,Somewhat,-1,False
5f976444c8fc842033c9818d,5bf735ba2e42ef00019f6f73,5f73a9fb9df4fe129333e6d3,5f976116e3bab812a1cb2781,6747-293e10a2-33c6-43f7-a60e-6d902034c241,survey-likert,livetest1,3,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,73,rating-task,11280.414999928325,74,802037,False,3,False,False,Moderately,0,False
5f97618cc8fc842033c97d98,5a2420437413810001521dd6,5f73a9fb9df4fe129333e6d3,5f976118f0dac3120ceb21db,7296-bf3baa1b-9b2b-4d1e-bed2-11ed949f461c,survey-likert,livetest1,3,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,1,rating-task,16716.73500002362,2,97429,False,0,False,False,Moderately,0,False
5f9a5bbecb9b6476926ee2e4,5e1088684a2ad475d62a5de8,5f985e88def616122233c8bb,5f9a5a1f724e3e16f5400277,3558-d5fed8d6-e5f6-4593-8884-86b1c363b8aa,survey-likert,livetest1,3,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,74,rating-task,3183.0,75,378920,False,2,False,False,Very,1,False
5f977286c8fc842033c982d8,5e8251f790b06509688a8f90,5f73a9fb9df4fe129333e6d3,5f9761346990711164f5fe29,0388-530ffc75-c1e8-4443-a65b-d179ce913cfe,survey-likert,livetest1,3,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,14,rating-task,7413.029999995604,15,209442,False,1,False,False,Somewhat,-1,False
5f97636ac8fc842033c9806a,5f0ced4a75cfd41b82bf28d2,5f73a9fb9df4fe129333e6d3,5f9760e8069a2511bfca56ba,7741-0262f78c-2285-48a3-ab00-eff4514a0152,survey-likert,livetest1,3,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,116,rating-task,3727.950000000419,117,636191,False,0,False,False,Moderately,0,False
5f9775a9c8fc842033c9839c,5c2d3ba4731cd10001b647d7,5f73a9fb9df4fe129333e6d3,5f97711d63ceb303f79f4107,1725-c4f1154e-3494-4c56-b4d8-260edb1317e6,survey-likert,livetest1,3,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_15906_ray_23.png,71,rating-task,2848.1800000881776,72,1160909,False,0,False,False,Extremely,2,False
5f9a5ee2cb9b6476926ee32b,5ee38a6c0bc82d01daa410f8,5f985efdfbd89110b8d71b9a,5f9a5e782613ea16e16a71e5,3808-acb39714-1db9-4e6d-abbe-bff002c558e2,survey-likert,livetest1,4,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,6,rating-task,3839.0,7,93984,False,0,False,False,Extremely,2,False
5f9787e9c8fc842033c988f7,5ee222b0470fa72a18c1cc02,5f73a9ffb9cb9f12192551a7,5f97842da30548156461aabd,1695-0a496672-4eb0-4869-8217-799b9b2149f6,survey-likert,livetest1,4,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,72,rating-task,19237.685000058264,73,945527,False,0,True,False,Moderately,0,False
5f978543c8fc842033c9855b,5f1198f77195c80293793402,5f73a9ffb9cb9f12192551a7,5f97838fa3ef981562350835,6262-3e4cb2df-221a-4216-8050-d5d9d817c75d,survey-likert,livetest1,4,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,55,rating-task,4693.0,56,353426,False,1,True,False,Very,1,False
5f978631c8fc842033c98719,5d55bd344ec7fa000168f311,5f73a9ffb9cb9f12192551a7,5f9783ddce960e15a1b52984,6962-0197ff6c-57a0-414e-9892-c5a21ee97f9c,survey-likert,livetest1,4,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,66,rating-task,3900.90500000224,67,582379,False,1,False,False,Very,1,False
5f97851bc8fc842033c98513,5edd552a1d16bda58fe55563,5f73a9ffb9cb9f12192551a7,5f9783d1873236150a0adad7,8818-a6187be9-15a9-4a42-84d1-ff98c548f595,survey-likert,livetest1,4,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,40,rating-task,3996.2300000188407,41,320807,False,0,False,False,Extremely,2,False
5f9785cec8fc842033c98667,5e63dd2fba8c57000c16eb11,5f73a9ffb9cb9f12192551a7,5f9783a15da60415af45c683,7125-4d164f54-f007-49e6-ba98-6ef0c7c1773f,survey-likert,livetest1,4,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,77,rating-task,2672.825000001467,78,549554,False,0,False,False,Very,1,False
5f9a8239cb9b6476926ee747,5ec3ebf2339052081ebf3178,5f9a78aec4733c18df2d5222,5f9a7eeb0a5b3319a4c68c55,1572-1d7f64e5-ff50-439c-8671-a181462cbc32,survey-likert,livetest1,4,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,85,rating-task,4384.850000031292,86,838712,False,0,False,False,Extremely,2,False
5f978616c8fc842033c986e2,5ea171c1a8782801263e7540,5f73a9ffb9cb9f12192551a7,5f9783eae48ab015a8d2ae43,3415-d06d6695-bfb4-43f0-b595-24f9ccd1f780,survey-likert,livetest1,4,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,101,rating-task,3368.7100000097416,102,550776,False,1,False,False,Very,1,False
5f9785dac8fc842033c9867b,5f568eb26157950e3b0a6db6,5f73a9ffb9cb9f12192551a7,5f9783e7a30548156461aabb,3165-f5e9002e-85a0-49ab-9dcd-9769d49592b4,survey-likert,livetest1,4,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,67,rating-task,12378.370000005816,68,485956,False,1,False,False,Very,1,False
5f9a67d3cb9b6476926ee4a8,5e9b8d6577f86e0a261075a1,5f985efdfbd89110b8d71b9a,5f9a5ea24358ae168b376305,7438-f27695f8-9a23-46ff-a05d-96a5b17212a1,survey-likert,livetest1,4,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_17373_ray_24.png,111,rating-task,35300.335000269115,112,2341816,False,2,True,False,Very,1,False
5f97b27ac8fc842033c9950c,5e3b67fcd61d8738c69aeb0d,5f73aac1bc553412199221af,5f97b14f0788e5174439472b,5240-0572b45d-d442-49d4-83cc-2e6425754f2f,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,3,rating-task,13392.69000000786,4,142548,False,0,False,False,Somewhat,-1,False
5f9a7626cb9b6476926ee643,5e6d0c990eef222d60ec8cd7,5f985f3ad2170e114114fd3f,5f9a728200cdf117d14d838a,3909-f384f2d3-12c2-46c8-9a76-f4fdb3d75480,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,103,rating-task,8607.4250000529,104,912725,False,0,True,False,Moderately,0,False
5f97b41dc8fc842033c99851,5f73edee7379c903c056edfb,5f73aac1bc553412199221af,5f97b22131cb4717ab8360b5,5535-6ff0103c-31d7-401c-a01a-c482a3147c0f,survey-likert,livetest1,7,ray,False,https://photodraw32.s3.amazonaws.com/n01496331_18622_ray_25.png,122,rating-task,3325.6950000068173,123,502200,False,0,False,False,Moderately,0,False
