feature_ind,image_id
416,n02691156_10151_airplane_17
417,n02691156_10381_airplane_18
418,n02691156_10433_airplane_19
419,n02691156_10535_airplane_20
420,n02691156_10622_airplane_21
421,n02691156_11016_airplane_22
422,n02691156_11286_airplane_23
423,n02691156_11379_airplane_24
424,n02691156_12022_airplane_25
425,n02691156_12181_airplane_26
426,n02691156_14875_airplane_27
427,n02691156_14912_airplane_28
428,n02691156_1692_airplane_04
429,n02691156_2173_airplane_05
430,n02691156_24584_airplane_29
431,n02691156_2701_airplane_06
432,n02691156_32417_airplane_30
433,n02691156_359_airplane_00
434,n02691156_3791_airplane_07
435,n02691156_4134_airplane_08
436,n02691156_43250_airplane_31
437,n02691156_507_airplane_01
438,n02691156_573_airplane_02
439,n02691156_6382_airplane_09
440,n02691156_6525_airplane_10
441,n02691156_7027_airplane_11
442,n02691156_7473_airplane_12
443,n02691156_7923_airplane_13
444,n02691156_8228_airplane_14
445,n02691156_8876_airplane_15
446,n02691156_987_airplane_03
447,n02691156_9966_airplane_16
448,n02764044_10976_axe_07
449,n02764044_12069_axe_08
450,n02764044_13358_axe_09
451,n02764044_14703_axe_10
452,n02764044_16928_axe_11
453,n02764044_17192_axe_12
454,n02764044_176_axe_00
455,n02764044_1990_axe_01
456,n02764044_20228_axe_13
457,n02764044_20310_axe_14
458,n02764044_21188_axe_15
459,n02764044_21704_axe_16
460,n02764044_25921_axe_17
461,n02764044_29021_axe_18
462,n02764044_29537_axe_19
463,n02764044_30521_axe_20
464,n02764044_31651_axe_21
465,n02764044_3375_axe_02
466,n02764044_35733_axe_22
467,n02764044_40155_axe_23
468,n02764044_40830_axe_24
469,n02764044_41329_axe_25
470,n02764044_41464_axe_26
471,n02764044_42054_axe_27
472,n02764044_42328_axe_28
473,n02764044_42388_axe_29
474,n02764044_55720_axe_30
475,n02764044_6474_axe_03
476,n02764044_67991_axe_31
477,n02764044_7091_axe_04
478,n02764044_8535_axe_05
479,n02764044_9454_axe_06
480,n02770585_1371_saw_02
481,n02770585_1648_saw_03
482,n02770585_3674_saw_06
483,n02770585_4664_saw_08
484,n02770585_5006_saw_09
485,n02770585_8967_saw_15
486,n02850950_10002_blimp_15
487,n02850950_10427_blimp_16
488,n02850950_11805_blimp_17
489,n02850950_12448_blimp_18
490,n02850950_1270_blimp_01
491,n02850950_13395_blimp_19
492,n02850950_13803_blimp_20
493,n02850950_13849_blimp_21
494,n02850950_15323_blimp_22
495,n02850950_16061_blimp_23
496,n02850950_16256_blimp_24
497,n02850950_16365_blimp_25
498,n02850950_1715_blimp_02
499,n02850950_17564_blimp_26
500,n02850950_18396_blimp_27
501,n02850950_19409_blimp_28
502,n02850950_21393_blimp_29
503,n02850950_21444_blimp_30
504,n02850950_22966_blimp_31
505,n02850950_2555_blimp_03
506,n02850950_2667_blimp_04
507,n02850950_3246_blimp_05
508,n02850950_4074_blimp_06
509,n02850950_4461_blimp_07
510,n02850950_4845_blimp_08
511,n02850950_5260_blimp_09
512,n02850950_58_blimp_00
513,n02850950_6376_blimp_10
514,n02850950_8408_blimp_11
515,n02850950_8492_blimp_12
516,n02850950_9240_blimp_13
517,n02850950_9489_blimp_14
518,n02859184_29863_hat_31
519,n02859184_5816_hat_16
520,n02859184_9160_hat_20
521,n02954340_1288_hat_01
522,n02954340_13808_hat_25
523,n02954340_14787_hat_27
524,n02954340_1543_hat_02
525,n02954340_2076_hat_05
526,n02954340_3707_hat_13
527,n02954340_3844_hat_14
528,n02954340_5453_hat_15
529,n02954340_6593_hat_17
530,n02954340_7738_hat_19
531,n02958343_1104_car_(sedan)_05
532,n02958343_12252_car_(sedan)_23
533,n02958343_12557_car_(sedan)_24
534,n02958343_13036_car_(sedan)_25
535,n02958343_13615_car_(sedan)_26
536,n02958343_14347_car_(sedan)_27
537,n02958343_14365_car_(sedan)_28
538,n02958343_1653_car_(sedan)_06
539,n02958343_255_car_(sedan)_01
540,n02958343_3763_car_(sedan)_08
541,n02958343_3787_car_(sedan)_09
542,n02958343_4632_car_(sedan)_13
543,n02958343_4750_car_(sedan)_14
544,n02958343_494_car_(sedan)_04
545,n02958343_5640_car_(sedan)_16
546,n02958343_9022_car_(sedan)_21
547,n02980441_10122_castle_16
548,n02980441_1109_castle_02
549,n02980441_11297_castle_17
550,n02980441_11707_castle_18
551,n02980441_12104_castle_19
552,n02980441_1311_castle_03
553,n02980441_13429_castle_20
554,n02980441_14040_castle_21
555,n02980441_14402_castle_22
556,n02980441_1533_castle_04
557,n02980441_15501_castle_23
558,n02980441_15762_castle_24
559,n02980441_1620_castle_05
560,n02980441_16934_castle_25
561,n02980441_1800_castle_06
562,n02980441_2002_castle_07
563,n02980441_20201_castle_26
564,n02980441_26871_castle_27
565,n02980441_29289_castle_28
566,n02980441_31632_castle_29
567,n02980441_3309_castle_08
568,n02980441_3338_castle_09
569,n02980441_33984_castle_30
570,n02980441_3477_castle_10
571,n02980441_35109_castle_31
572,n02980441_4731_castle_11
573,n02980441_488_castle_00
574,n02980441_5482_castle_12
575,n02980441_6317_castle_13
576,n02980441_687_castle_01
577,n02980441_8524_castle_14
578,n02980441_8875_castle_15
579,n03028785_1830_hat_04
580,n03028785_2125_hat_06
581,n03028785_3132_hat_11
582,n03028785_911_hat_00
583,n03063073_141_cup_00
584,n03063073_2328_cup_05
585,n03063073_3103_cup_06
586,n03063073_3117_cup_07
587,n03063073_3395_cup_08
588,n03063073_4369_cup_09
589,n03063073_505_cup_02
590,n03063073_7127_cup_14
591,n03063073_7161_cup_15
592,n03063073_8017_cup_16
593,n03063073_9082_cup_17
594,n03124170_12282_hat_24
595,n03124170_1722_hat_03
596,n03124170_7699_hat_18
597,n03147509_10316_cup_18
598,n03147509_11467_cup_19
599,n03147509_12587_cup_20
600,n03147509_15208_cup_21
601,n03147509_17138_cup_22
602,n03147509_20180_cup_23
603,n03147509_20211_cup_24
604,n03147509_20483_cup_25
605,n03147509_20900_cup_26
606,n03147509_21241_cup_27
607,n03147509_21603_cup_28
608,n03147509_21660_cup_29
609,n03147509_21736_cup_30
610,n03147509_21910_cup_31
611,n03147509_319_cup_01
612,n03147509_4571_cup_10
613,n03147509_4947_cup_11
614,n03147509_529_cup_03
615,n03147509_6343_cup_12
616,n03147509_6382_cup_13
617,n03147509_710_cup_04
618,n03227184_2268_window_04
619,n03227184_3151_window_06
620,n03227184_3181_window_07
621,n03227184_3185_window_08
622,n03227184_3259_window_09
623,n03227184_3308_window_10
624,n03227184_3314_window_11
625,n03227184_3465_window_12
626,n03227184_3510_window_13
627,n03227184_3744_window_15
628,n03227184_935_window_02
629,n03395514_4537_window_18
630,n03452741_10532_piano_18
631,n03452741_10838_piano_19
632,n03452741_10885_piano_20
633,n03452741_13512_piano_21
634,n03452741_13845_piano_22
635,n03452741_15019_piano_23
636,n03452741_158_piano_00
637,n03452741_16790_piano_24
638,n03452741_18302_piano_25
639,n03452741_18492_piano_26
640,n03452741_20205_piano_27
641,n03452741_2201_piano_04
642,n03452741_22573_piano_28
643,n03452741_23817_piano_29
644,n03452741_24887_piano_30
645,n03452741_25897_piano_31
646,n03452741_2991_piano_05
647,n03452741_3008_piano_06
648,n03452741_3792_piano_07
649,n03452741_3885_piano_08
650,n03452741_3888_piano_09
651,n03452741_4394_piano_10
652,n03452741_4470_piano_11
653,n03452741_5409_piano_12
654,n03452741_5937_piano_13
655,n03452741_6174_piano_14
656,n03452741_6507_piano_15
657,n03452741_8040_piano_16
658,n03452741_8139_piano_17
659,n03452741_851_piano_01
660,n03452741_942_piano_02
661,n03452741_960_piano_03
662,n03474779_15570_saw_19
663,n03474779_2195_saw_04
664,n03474779_23932_saw_23
665,n03474779_24156_saw_24
666,n03474779_25176_saw_25
667,n03474779_2840_saw_05
668,n03474779_4314_saw_07
669,n03474779_668_saw_01
670,n03497657_10172_hat_22
671,n03497657_10828_hat_23
672,n03497657_16372_hat_28
673,n03497657_19826_hat_29
674,n03497657_2392_hat_08
675,n03497657_25056_hat_30
676,n03497657_2898_hat_09
677,n03497657_3586_hat_12
678,n03590841_10370_jack-o-lantern_27
679,n03590841_1096_jack-o-lantern_02
680,n03590841_11282_jack-o-lantern_28
681,n03590841_11414_jack-o-lantern_29
682,n03590841_11500_jack-o-lantern_30
683,n03590841_11770_jack-o-lantern_31
684,n03590841_1291_jack-o-lantern_03
685,n03590841_1325_jack-o-lantern_04
686,n03590841_1845_jack-o-lantern_05
687,n03590841_2127_jack-o-lantern_06
688,n03590841_21_jack-o-lantern_00
689,n03590841_4068_jack-o-lantern_07
690,n03590841_461_jack-o-lantern_01
691,n03590841_5411_jack-o-lantern_08
692,n03590841_5495_jack-o-lantern_09
693,n03590841_5679_jack-o-lantern_10
694,n03590841_5827_jack-o-lantern_11
695,n03590841_5902_jack-o-lantern_12
696,n03590841_5996_jack-o-lantern_13
697,n03590841_6046_jack-o-lantern_14
698,n03590841_6099_jack-o-lantern_15
699,n03590841_6229_jack-o-lantern_16
700,n03590841_6262_jack-o-lantern_17
701,n03590841_6470_jack-o-lantern_18
702,n03590841_6546_jack-o-lantern_19
703,n03590841_6784_jack-o-lantern_20
704,n03590841_6803_jack-o-lantern_21
705,n03590841_6907_jack-o-lantern_22
706,n03590841_6926_jack-o-lantern_23
707,n03590841_7100_jack-o-lantern_24
708,n03590841_9961_jack-o-lantern_25
709,n03590841_9990_jack-o-lantern_26
710,n03790512_12076_motorcycle_22
711,n03790512_12908_motorcycle_23
712,n03790512_13361_motorcycle_24
713,n03790512_13869_motorcycle_25
714,n03790512_14329_motorcycle_26
715,n03790512_14347_motorcycle_27
716,n03790512_15268_motorcycle_28
717,n03790512_1652_motorcycle_05
718,n03790512_1734_motorcycle_06
719,n03790512_1748_motorcycle_07
720,n03790512_1768_motorcycle_08
721,n03790512_1897_motorcycle_09
722,n03790512_2611_motorcycle_10
723,n03790512_2777_motorcycle_11
724,n03790512_28698_motorcycle_29
725,n03790512_3266_motorcycle_12
726,n03790512_345_motorcycle_00
727,n03790512_3516_motorcycle_13
728,n03790512_37275_motorcycle_30
729,n03790512_3751_motorcycle_14
730,n03790512_38630_motorcycle_31
731,n03790512_393_motorcycle_01
732,n03790512_4315_motorcycle_15
733,n03790512_5014_motorcycle_16
734,n03790512_518_motorcycle_02
735,n03790512_5246_motorcycle_17
736,n03790512_5634_motorcycle_18
737,n03790512_5702_motorcycle_19
738,n03790512_6491_motorcycle_20
739,n03790512_835_motorcycle_03
740,n03790512_9155_motorcycle_21
741,n03790512_948_motorcycle_04
742,n04140064_10178_saw_16
743,n04140064_10257_saw_17
744,n04140064_12457_saw_18
745,n04140064_17074_saw_20
746,n04140064_18657_saw_21
747,n04140064_23158_saw_22
748,n04140064_26866_saw_26
749,n04140064_31324_saw_27
750,n04140064_34385_saw_28
751,n04140064_35526_saw_29
752,n04140064_43834_saw_30
753,n04140064_45049_saw_31
754,n04140064_563_saw_00
755,n04140064_6760_saw_10
756,n04140064_6895_saw_11
757,n04140064_7787_saw_12
758,n04140064_8236_saw_13
759,n04140064_8515_saw_14
760,n04166281_11736_car_(sedan)_22
761,n04166281_185_car_(sedan)_00
762,n04166281_19230_car_(sedan)_29
763,n04166281_2370_car_(sedan)_07
764,n04166281_23980_car_(sedan)_30
765,n04166281_263_car_(sedan)_02
766,n04166281_28282_car_(sedan)_31
767,n04166281_388_car_(sedan)_03
768,n04166281_4002_car_(sedan)_10
769,n04166281_4166_car_(sedan)_11
770,n04166281_4376_car_(sedan)_12
771,n04166281_5545_car_(sedan)_15
772,n04166281_6626_car_(sedan)_17
773,n04166281_6665_car_(sedan)_18
774,n04166281_7105_car_(sedan)_19
775,n04166281_8236_car_(sedan)_20
776,n04233124_1041_skyscraper_02
777,n04233124_10716_skyscraper_24
778,n04233124_1473_skyscraper_03
779,n04233124_15435_skyscraper_25
780,n04233124_16457_skyscraper_26
781,n04233124_17087_skyscraper_27
782,n04233124_17351_skyscraper_28
783,n04233124_18366_skyscraper_29
784,n04233124_20845_skyscraper_30
785,n04233124_2406_skyscraper_04
786,n04233124_25348_skyscraper_31
787,n04233124_2621_skyscraper_05
788,n04233124_2841_skyscraper_06
789,n04233124_2941_skyscraper_07
790,n04233124_3025_skyscraper_08
791,n04233124_3095_skyscraper_09
792,n04233124_3269_skyscraper_10
793,n04233124_3640_skyscraper_11
794,n04233124_4190_skyscraper_12
795,n04233124_4225_skyscraper_13
796,n04233124_4313_skyscraper_14
797,n04233124_4351_skyscraper_15
798,n04233124_5131_skyscraper_16
799,n04233124_5852_skyscraper_17
800,n04233124_6014_skyscraper_18
801,n04233124_6336_skyscraper_19
802,n04233124_666_skyscraper_00
803,n04233124_7446_skyscraper_20
804,n04233124_802_skyscraper_01
805,n04233124_8777_skyscraper_21
806,n04233124_9319_skyscraper_22
807,n04233124_9355_skyscraper_23
808,n04239333_4669_window_19
809,n04239333_7624_window_21
810,n04239333_7667_window_22
811,n04259630_14479_hat_26
812,n04259630_2174_hat_07
813,n04259630_3053_hat_10
814,n04259630_9339_hat_21
815,n04587404_12546_windmill_18
816,n04587404_12657_windmill_20
817,n04587404_12744_windmill_21
818,n04587404_13918_windmill_26
819,n04587404_14056_windmill_27
820,n04587404_14110_windmill_28
821,n04587404_14153_windmill_29
822,n04587404_1621_windmill_00
823,n04587404_17970_windmill_30
824,n04587404_18560_windmill_31
825,n04587559_10126_windmill_10
826,n04587559_10835_windmill_11
827,n04587559_11131_windmill_12
828,n04587559_11219_windmill_13
829,n04587559_11329_windmill_14
830,n04587559_11610_windmill_15
831,n04587559_11917_windmill_16
832,n04587559_11940_windmill_17
833,n04587559_12552_windmill_19
834,n04587559_13066_windmill_22
835,n04587559_13173_windmill_23
836,n04587559_13336_windmill_24
837,n04587559_13406_windmill_25
838,n04587559_5532_windmill_01
839,n04587559_8430_windmill_02
840,n04587559_8471_windmill_03
841,n04587559_8803_windmill_04
842,n04587559_9068_windmill_05
843,n04587559_9281_windmill_06
844,n04587559_9556_windmill_07
845,n04587559_9715_windmill_08
846,n04587559_9838_windmill_09
847,n04587648_12103_window_27
848,n04587648_1510_window_03
849,n04587648_16394_window_31
850,n04587648_2923_window_05
851,n04587648_314_window_00
852,n04587648_3619_window_14
853,n04587648_3854_window_16
854,n04587648_4428_window_17
855,n04587648_4760_window_20
856,n04587648_850_window_01
857,n04589593_10327_window_23
858,n04589593_10459_window_24
859,n04589593_10706_window_25
860,n04589593_11597_window_26
861,n04589593_12197_window_28
862,n04589593_13007_window_29
863,n04589593_14314_window_30
